"Referentiecode";"Referentienummer";"Omschrijving";"D/C";"Niveau";"ReferentieOmslagcode";"Wijziging"
"WBedVkkKmw";"4203120";"Kilometervergoeding woon-werkverkeer";"D";4;;
"WBedVkkVkp";"4203130";"Verkoopprovisie";"D";4;;
"WBedVkkCom";"4203140";"Commissies";"D";4;;
"WBedVkkFra";"4203150";"Franchisekosten";"D";4;;
"WBedVkkDvd";"4203160";"Dotatie voorziening dubieuze debiteuren";"D";4;;
"WBedVkkAdd";"4203170";"Afboeking dubieuze debiteuren";"D";4;;
"WBedVkkDog";"4203180";"Dotatie garantievoorziening";"D";4;;
"WBedVkkVgv";"4203190";"Vrijval garantievoorziening";"C";4;;"C"
"WBedVkkWeb";"4203200";"Websitekosten";"D";4;;
"WBedVkkObs";"4203210";"Overige belastingen inzake verkoopactiviteiten";"D";4;;
"WBedVkkOvr";"4203220";"Overige verkoopkosten";"D";4;;
"WBedVkkDbv";4203990;"Doorberekende verkoopkosten";"C";4;;
"WBedAut";"4204000";"Autokosten";"D";3;;
"WBedAutBra";"4204010";"Brandstofkosten auto's";"D";4;;
"WBedAutRoa";"4204020";"Reparatie en onderhoud auto's";"D";4;;
"WBedAutAsa";"4204030";"Assurantiepremie auto's";"D";4;;
"WBedAutMot";"4204040";"Motorrijtuigenbelasting";"D";4;;
"WBedAutOpa";"4204050";"Operational leasing auto's";"D";4;;
"WBedAutBwl";"4204060";"Bijdrage werknemers leaseregeling";"C";4;;"C"
"WBedAutPga";"4204070";"Privé-gebruik auto's";"C";4;;"C"
"WBedAutBop";"4204080";"BTW op privé-gebruik auto's";"C";4;;"C"
"WBedAutHua";"4204090";"Huur auto's";"D";4;;
"WBedAutKil";"4204100";"Kilometervergoeding";"D";4;;
"WBedAutBeb";"4204110";"Boetes en bekeuringen";"D";4;;
"WBedAutObv";"4204120";"Overige belastingen inzake vervoermiddelen";"D";4;;
"WBedAutDrv";"4204130";"Dotatie reserve assurantie eigen risico vervoermiddelen";"D";4;;
"WBedAutVrv";"4204140";"Vrijval reserve assurantie eigen risico vervoermiddelen";"C";4;;
"WBedAutDkv";"4204150";"Dotatie kostenegalisatiereserve groot onderhoud vervoermiddelen";"D";4;;
"WBedAutVkv";"4204160";"Vrijval kostenegalisatiereserve groot onderhoud vervoermiddelen";"C";4;;
"WBedAutDvv";"4204170";"Dotatie voorziening groot onderhoud vervoermiddelen";"D";4;;
"WBedAutVoa";"4204180";"Vrijval voorziening groot onderhoud vervoermiddelen";"C";4;;
"WBedAutPar";"4204190";"Parkeerkosten";"D";4;;
"WBedAutOak";"4204200";"Overige autokosten";"D";4;;
"WBedAutDau";4204990;"Doorberekende autokosten";"C";4;;
"WBedTra";"4205000";"Transportkosten";"D";3;;
"WBedTraBrr";"4205010";"Brandstofkosten transportmiddelen";"D";4;;
"WBedTraRot";"4205020";"Reparatie en onderhoud transportmiddelen";"D";4;;
"WBedTraAst";"4205030";"Assurantiepremie transportmiddelen";"D";4;;
"WBedTraMot";"4205040";"Motorrijtuigenbelasting";"D";4;;
"WBedTraOpt";"4205050";"Operational leasing transportmiddelen";"D";4;;
"WBedTraPgt";"4205060";"Privé-gebruik transportmiddelen";"C";4;;"C"
"WBedTraBot";"4205070";"BTW op privé-gebruik transportmiddelen";"C";4;;"C"
"WBedTraHut";"4205080";"Huur transportmiddelen";"D";4;;
"WBedTraObt";"4205090";"Overige belastingen inzake transportmiddelen";"D";4;;
"WBedTraDrt";"4205100";"Dotatie reserve assurantie eigen risico transportmiddelen";"D";4;;
"WBedTraVrt";"4205110";"Vrijval reserve assurantie eigen risico transportmiddelen";"C";4;;
"WBedTraDkt";"4205120";"Dotatie kostenegalisatiereserve groot onderhoud transportmiddelen";"D";4;;
"WBedTraVkt";"4205130";"Vrijval kostenegalisatiereserve groot onderhoud transportmiddelen";"C";4;;
"WBedTraDvt";"4205140";"Dotatie voorziening groot onderhoud transportmiddelen";"D";4;;
"WBedTraVot";"4205150";"Vrijval voorziening groot onderhoud transportmiddelen";"C";4;;
"WBedTraPar";"4205160";"Parkeerkosten";"D";4;;
"WBedTraOtr";"4205170";"Overige transportkosten";"D";4;;
"WBedTraDot";4205990;"Doorberekende transportkosten";"C";4;;
"WBedKan";"4206000";"Kantoorkosten";"D";3;;
"WBedKanKan";"4206010";"Kantoorbenodigdheden";"D";4;;
"WBedKanPor";"4206020";"Porti";"D";4;;
"WBedKanTef";"4206030";"Telefoon- en faxkosten";"D";4;;
"WBedKanPrt";"4206040";"Privé-gebruik telefoon";"C";4;;"C"
"WBedKanDru";"4206050";"Drukwerk";"D";4;;
"WBedKanKak";"4206060";"Kleine aanschaffingen kantoorinventaris";"D";4;;
"WBedKanCea";"4206070";"Contributies en abonnementen";"D";4;;
"WBedKanVak";"4206080";"Vakliteratuur";"D";4;;
"WBedKanBoe";"4206090";"Boekhouding";"D";4;;
"WBedKanInc";"4206100";"Incassokosten";"D";4;;
"WBedKanKoa";"4206110";"Kosten automatisering";"D";4;;
"WBedKanAss";"4206120";"Assurantiepremie";"D";4;;
"WBedKanOba";"4206130";"Overige administratieve belastingen";"D";4;;
"WBedKanRok";"4206140";"Reparatie en onderhoud kantoorinventaris";"D";4;;
"WBedKanOka";"4206150";"Overige kantoorkosten";"D";4;;
"WBedKanDka";4206990;"Doorberekende kantoorkosten";"C";4;;
"WBedOrg";"4207000";"Organisatiekosten";"D";3;;
"WBedOrgHol";"4207010";"Holdingkosten";"D";4;;
"WBedOrgDmf";"4207020";"Doorberekende management fee";"C";4;;"C"
"WBedOrgOeo";"4207030";"Onderzoek en ontwikkeling";"D";4;;
"WBedOrgLgv";"4207040";"Leges / vergunningen";"D";4;;
"WBedOrgOct";"4207050";"Octrooi en licentiekosten";"D";4;;
"WBedOrgOok";"4207060";"Overige organisatiekosten";"D";4;;
"WBedOrgDoo";4207990;"Doorberekende organisatiekosten";"C";4;;
"WBedAss";"4208000";"Assurantiekosten";"D";3;;
"WBedAssBea";"4208010";"Bedrijfsaansprakelijkheidsverzekering";"D";4;;
"WBedAssOva";"4208020";"Overige assurantiepremies";"D";4;;
"WBedAssScb";"4208030";"Schadevergoedingen betaald";"D";4;;
"WBedAssSco";"4208040";"Schadevergoedingen ontvangen";"C";4;;"C"
"WBedAssDas";4208990;"Doorberekende assurantiekosten";"C";4;;
"WBedAea";"4209000";"Accountants- en advieskosten";"D";3;;
"WBedAeaAov";"4209010";"Accountantskosten, onderzoek van de jaarrekening";"D";4;;
"WBedAeaAac";"4209020";"Accountantskosten, andere controleopdrachten";"D";4;;
"WBedAeaAao";"4209030";"Accountantskosten, adviesdiensten op fiscaal terrein";"D";4;;
"WBedAeaAnc";"4209040";"Accountantskosten, andere niet-controlediensten";"D";4;;
"WBedAeaPda";"4209050";"Privé-gedeelte accountant";"C";4;;
"WBedAeaNot";"4209060";"Notariskosten";"D";4;;
"WBedAeaAej";"4209070";"Advokaat en juridisch advies";"D";4;;
"WBedAeaAdv";"4209080";"Overige advieskosten";"D";4;;
"WBedAeaDae";4209990;"Doorberekende accountants- en advieskosten";"C";4;;
"WBedAdl";"4210000";"Administratieve lasten";"D";3;;
"WBedAdlHef";"4210010";"Heffingen";"D";4;;
"WBedAdlOvb";"4210020";"Overige belastingen";"D";4;;"D"
"WBedAdlKav";"4210030";"Kasverschillen";"D";4;;
"WBedAdlBan";"4210040";"Bankkosten";"D";4;;
"WBedAdlVal";"4210050";"Valutaomrekeningsverschillen";"D";4;;
"WBedAdlBov";"4210060";"Boekingsverschillen";"D";4;;
"WBedAdlBet";"4210070";"Betalingsverschillen";"D";4;;
"WBedAdlBev";"4210080";"Boetes en verhogingen belastingen en premies sociale verzekeringen";"D";4;;
"WBedAdlNao";"4210090";"Naheffing omzetbelasting";"D";4;;
"WBedAdlNbo";"4210100";"Niet-verrekenbare BTW op kosten";"D";4;;
"WBedAdlBtk";"4210110";"BTW kleine-ondernemers-regeling";"C";4;;
"WBedAdlOad";"4210120";"Overige administratieve lasten";"D";4;;
"WBedAdlDal";4210990;"Doorberekende administratieve lasten";"C";4;;
"WBedKof";"4211000";"Kosten fondsenwerving";"D";3;;
"WBedKofBad";"4211010";"Bestedingen aan doelstelling";"D";4;;
"WBedKofKef";"4211020";"Kosten eigen fondsenwerwing";"D";4;;
"WBedKofKgf";"4211030";"Kosten gezamenlijke fondsenwervingsacties";"D";4;;
"WBedKofKfv";"4211040";"Kosten fondsenwervingsacties van derden";"D";4;;
"WBedKofKvs";"4211050";"Kosten verkrijging subsidies overheden";"D";4;;
"WBedKse";"4212000";"Kosten stamrecht en lijfrentes";"D";3;;
"WBedKseAbs";"4212010";"Afbouw stamrechtverplichting";"D";4;;
"WBedKseLiu";"4212020";"Lijfrente-uitkeringen";"C";4;;"C"
"WBedDvr";"4213000";"Dotaties en vrijval reserves";"D";3;;
"WBedDvrDra";"4213010";"Dotatie reserve assurantie eigen risico";"D";4;;
"WBedDvrVra";"4213020";"Vrijval reserve assurantie eigen risico";"C";4;;
"WBedDvrDke";"4213030";"Dotatie kostenegalisatiereserve";"D";4;;
"WBedDvrVke";"4213040";"Vrijval kostenegalisatiereserve";"C";4;;
"WBedDvrDex";"4213050";"Dotatie exportreserve";"D";4;;
"WBedDvrVex";"4213060";"Vrijval exportreserve";"C";4;;
"WBedDvrDrr";"4213070";"Dotatie risicoreserve";"D";4;;
"WBedDvrVrr";"4213080";"Vrijval risicoreserve";"C";4;;
"WBedDvrDhi";"4213090";"Dotatie herinvesteringsreserve";"D";4;;
"WBedDvrVhi";"4213100";"Vrijval herinvesteringsreserve";"C";4;;
"WBedDvrDtr";"4213110";"Dotatie terugkeerreserve";"D";4;;
"WBedDvrVtr";"4213120";"Vrijval terugkeerreserve";"C";4;;
"WBedDvrDfr";"4213130";"Dotatie overige fiscale reserves";"D";4;;
"WBedDvrVfr";"4213140";"Vrijval overige fiscale reserves";"C";4;;
"WBedDvv";"4214000";"Dotaties en vrijval voorzieningen";"D";3;;
"WBedDvvDvu";"4214010";"Dotatie voorziening uit hoofde van claims, geschillen en rechtsgedingen";"D";4;;
"WBedDvvDvh";"4214020";"Dotatie voorziening voor herstelkosten";"D";4;;
"WBedDvvDvo";"4214030";"Dotatie voorziening voor opruiming van aanwezige milieuvervuiling";"D";4;;
"WBedDvvDvc";"4214040";"Dotatie voorziening voor verlieslatende contracten";"D";4;;
"WBedDvvDvw";"4214050";"Dotatie voorziening voor verwijderingsverplichtingen";"D";4;;
"WBedDvvDov";"4214060";"Dotatie overige voorzieningen";"D";4;;
"WBedDvvVvu";"4214070";"Vrijval voorziening uit hoofde van claims, geschillen en rechtsgedingen";"C";4;;
"WBedDvvVvh";"4214080";"Vrijval voorziening voor herstelkosten";"C";4;;
"WBedDvvVvm";"4214090";"Vrijval voorziening voor opruiming van aanwezige milieuvervuiling";"C";4;;
"WBedDvvVvc";"4214100";"Vrijval voorziening voor verlieslatende contracten";"C";4;;
"WBedDvvVvw";"4214110";"Vrijval voorziening voor verwijderingsverplichtingen";"C";4;;
"WBedDvvVov";"4214120";"Vrijval overige voorzieningen";"C";4;;
"WBedAlk";"4215000";"Algemene kosten";"D";3;;
"WBedAlkOal";"4215010";"Overige algemene kosten";"D";4;;
"WBedAlkDak";"4215020";"Doorberekende algemene kosten";"C";4;;
"WBedAkl";"4301000";"Agrarische bedrijfskosten land- en tuinbouw";"D";3;;"Nieuw toegevoegd"
"WBedAklZpe";"4301010";"Zaai, plant en pootgoedkosten";"D";4;;"Nieuw toegevoegd"
"WBedAklSmk";"4301020";"Substraatmateriaalkosten";"D";4;;"Nieuw toegevoegd"
"WBedAklBdm";"4301030";"Bemestingskosten dierlijke mest";"D";4;;"Nieuw toegevoegd"
"WBedAklBek";"4301040";"Bemestingskosten kunstmest";"D";4;;"Nieuw toegevoegd"
"WBedAklGew";"4301050";"Gewasbeschermingskosten";"D";4;;"Nieuw toegevoegd"
"WBedAklGvk";"4301060";"Gewassenverzekeringskosten";"D";4;;"Nieuw toegevoegd"
"WBedAklAft";"4301070";"Afvoerkosten teeltafval";"D";4;;"Nieuw toegevoegd"
"WBedAklCOe";"4301080";"CO2-, OCAP- en waterkosten";"D";4;;"Nieuw toegevoegd"
"WBedAklOte";"4301090";"Overige teeltkosten";"D";4;;"Nieuw toegevoegd"
"WBedAklGko";"4301100";"Gaskosten";"D";4;;"Nieuw toegevoegd"
"WBedAklEkn";"4301110";"Elektrakosten";"D";4;;"Nieuw toegevoegd"
"WBedAklOwk";"4301120";"Onderhoudskosten WKK";"D";4;;"Nieuw toegevoegd"
"WBedAklLeW";"4301130";"Leasekosten WKK";"D";4;;"Nieuw toegevoegd"
"WBedAklVkn";"4301140";"Veilingkosten";"D";4;;"Nieuw toegevoegd"
"WBedAklAve";"4301150";"Afzet-, verpakking- en fustkosten";"D";4;;"Nieuw toegevoegd"
"WBedAklTra";"4301160";"Transportkosten";"D";4;;"Nieuw toegevoegd"
"WBedAklCkn";"4301170";"Compostkosten";"D";4;;"Nieuw toegevoegd"
"WBedAklAfc";"4301180";"Afvoerkosten champost";"D";4;;"Nieuw toegevoegd"
"WBedAklCtk";"4301190";"Contractteeltkosten";"D";4;;"Nieuw toegevoegd"
"WBedAklVwa";"4301200";"Vergoeding werk aan derden";"D";4;;"Nieuw toegevoegd"
"WBedAklPbk";"4301210";"Productbewerkingskosten";"D";4;;"Nieuw toegevoegd"
"WBedAklSod";"4301220";"Sorteerkosten derden";"D";4;;"Nieuw toegevoegd"
"WBedAkv";"4302000";"Agrarische bedrijfskosten veeteelt";"D";3;;"Nieuw toegevoegd"
"WBedAkvVks";"4302010";"Voerkosten";"D";4;;"Nieuw toegevoegd"
"WBedAkvGez";"4302020";"Gezondheidszorgkosten";"D";4;;"Nieuw toegevoegd"
"WBedAkvKie";"4302030";"Kunstmatige inseminatie en Fokkerijkosten";"D";4;;"Nieuw toegevoegd"
"WBedAkvTee";"4302040";"Teeltkosten";"D";4;;"Nieuw toegevoegd"
"WBedAkvSkn";"4302050";"Strooiselkosten";"D";4;;"Nieuw toegevoegd"
"WBedAkvEne";"4302060";"Energiekosten";"D";4;;"Nieuw toegevoegd"
"WBedAkvOve";"4302070";"Overige veekosten";"D";4;;"Nieuw toegevoegd"
"WBedAkvMes";"4302080";"Mestafzetkosten";"D";4;;"Nieuw toegevoegd"
"WBedAkvLep";"4302090";"Leasekosten productierechten";"D";4;;"Nieuw toegevoegd"
"WBedAkvKvk";"4302100";"Krachtvoerkosten";"D";4;;"Nieuw toegevoegd"
"WBedAkvRuw";"4302110";"Ruwvoerkosten";"D";4;;"Nieuw toegevoegd"
"WBedAkvVgd";"4302120";"Voergeld";"D";4;;"Nieuw toegevoegd"
"WBedAkvBik";"4302130";"Bijproducten kosten";"D";4;;"Nieuw toegevoegd"
"WBedAkvIve";"4302140";"Inzet- vang- en laadkosten";"D";4;;"Nieuw toegevoegd"
"WBedDok";"4302005";"Doorberekende kosten";"C";3;;
"WBedDokDok";"4302015";"Doorberekende kosten";"C";4;;
"WKpr";;"INKOOPWAARDE VAN DE OMZET";"D";2;;
"WKprKvg";"7001000";"Kosten van grond- en hulpstoffen";"D";3;;
"WKprKvgKvg";"7001010";"Kosten van grond- en hulpstoffen";"D";4;;"D"
"WKprKvp";"7002000";"Kosten van personeel";"D";3;;
"WKprKvpKvp";"7002010";"Kosten van personeel";"D";4;;"D"
"WKprKuw";"7003000";"Kosten uitbesteed werk en andere externe kosten";"D";3;;
"WKprKuwKuw";"7003010";"Kosten uitbesteed werk en andere externe kosten";"D";4;;"D"
"WKprKra";"7004000";"Kosten van rente en afschrijvingen";"D";3;;
"WKprKraKra";"7004010";"Kosten van rente en afschrijvingen";"D";4;;"D"
"WKprInh";"7005000";"Inkoopwaarde handelsgoederen";"D";3;;
"WKprInhInh";"7005010";"Inkoopwaarde handelsgoederen";"D";4;;"D"
"WKprInp";"7006000";"Inkoopwaarde productiegoederen";"D";3;;
"WKprInpInp";"7006010";"Inkoopwaarde productiegoederen";"D";4;;"D"
"WKprIeb";"7007000";"Inkoopkortingen en bonussen";"D";3;;
"WKprIebIeb";"7007010";"Inkoopkortingen en bonussen";"D";4;;"D"
"WKprBtk";"7008000";"Betalingskortingen";"D";3;;
"WKprBtkBed";"7008010";"Betalingskorting debiteuren";"D";4;;
"WKprBtkBec";"7008020";"Betalingskorting crediteuren";"C";4;;"C"
"WKprKit";"7009000";"Kostprijs intercompany transacties";"D";3;;
"WKprKitKit";"7009010";"Kostprijs intercompany transacties";"D";4;;"D"
"WKprMuo";"7010000";"Mutatie omzetvorderingen";"D";3;;
"WKprMuoMuo";"7010010";"Mutatie omzetvorderingen";"D";4;;"D"
"WKprVom";"7011000";"Voorraadmutatie";"D";3;;
"WKprVomVom";"7011010";"Voorraadmutatie";"D";4;;"D"
"WKprPrg";"7012000";"Privé-gebruik goederen";"C";3;;
"WKprPrgPrg";"7012010";"Privé-gebruik goederen";"C";4;;
"WKprPrd";"7013000";"Privé-gebruik diensten";"C";3;;
"WKprPrdPrd";"7013010";"Privé-gebruik diensten";"C";4;;
"WKprBgd";"7014000";"Belastingen op verkochte goederen en diensten uitgezonderd BTW";"D";3;;"Nieuw toegevoegd"
"WKprBgdAcc";"7014010";"Accijnzen";"D";4;;"Nieuw toegevoegd"
"WKprBgdBvp";"7014020";"Belasting van personenauto's en motorrijwielen (BPM)";"D";4;;"Nieuw toegevoegd"
"WKprBgdAsb";"7014030";"Assurantiebelasting";"D";4;;"Nieuw toegevoegd"
"WKprBgdOpb";"7014040";"Overige productgebonden belastingen";"D";4;;"Nieuw toegevoegd"
"WKprBgdNpb";"7014050";"Niet productgebonden belastingen";"D";4;;"Nieuw toegevoegd"
"WKprIna";"7101000";"Inkoopwaarde agrarisch";"D";3;;"Nieuw toegevoegd"
"WKprInaIpk";"7101010";"Inkoopkosten planten opkweek";"D";4;;"Nieuw toegevoegd"
"WKprInaIph";"7101020";"Inkoopkosten planten handel";"D";4;;"Nieuw toegevoegd"
"WKprInaIpo";"7101030";"Inkoopkosten potten";"D";4;;"Nieuw toegevoegd"
"WKprInaIpt";"7101040";"Inkoopkosten potgrond";"D";4;;"Nieuw toegevoegd"
"WKprInaIbh";"7101050";"Inkoopkosten bloembollen handel";"D";4;;"Nieuw toegevoegd"
"WOmz";;"OMZET";"C";2;;
"WOmzNop";"8001000";"Netto-omzet, per opbrengstcategorie, verkoop van geproduceerde goederen";"C";3;;
"WOmzNopOlh";"8001010";"Omzet leveringen belast met algemeen tarief";"C";4;;
"WOmzNopOlv";"8001020";"Omzet leveringen belast met verlaagd tarief";"C";4;;
"WOmzNopOlo";"8001030";"Omzet leveringen belast met overige tarieven";"C";4;;
"WOmzNopOpg";"8001040";"Omzet privégebruik goederen";"C";4;;
"WOmzNopOlg";"8001050";"Omzet leveringen belast met nultarief of niet bij u belast";"C";4;;
"WOmzNopOll";"8001060";"Omzet leveringen waarbij heffing is verlegd";"C";4;;
"WOmzNopOln";"8001070";"Omzet leveringen naar landen buiten EU";"C";4;;
"WOmzNopOli";"8001080";"Omzet leveringen in landen binnen EU";"C";4;;
"WOmzNopOla";"8001090";"Omzet leveringen installatie/afstandsverkopen binnen de EU";"C";4;;
"WOmzNopOlu";"8001100";"Belaste leveringen uit landen buiten de EU";"C";4;;"Omschrijving"
"WOmzNopOle";"8001110";"Belaste leveringen uit landen binnen EU";"C";4;;"Omschrijving"
"WOmzNopNon";"8001120";"Netto omzet, overboeking naar andere rubriek";"C";4;;
"WOmzNoh";"8002000";"Netto-omzet, per opbrengstcategorie, verkoop van handelsgoederen";"C";3;;
"WOmzNohOlh";"8002010";"Omzet leveringen belast met algemeen tarief";"C";4;;
"WOmzNohOlv";"8002020";"Omzet leveringen belast met verlaagd tarief";"C";4;;
"WOmzNohOlo";"8002030";"Omzet leveringen belast met overige tarieven";"C";4;;
"WOmzNohOmr";"8002040";"Omzet leveringen margevoorraden";"C";4;;
"WOmzNohOpg";"8002050";"Omzet privégebruik goederen";"C";4;;
"WOmzNohOlg";"8002060";"Omzet leveringen belast met nultarief of niet bij u belast";"C";4;;
"WOmzNohOll";"8002070";"Omzet leveringen waarbij heffing is verlegd";"C";4;;
"WOmzNohOln";"8002080";"Omzet leveringen naar landen buiten EU";"C";4;;
"WOmzNohOli";"8002090";"Omzet leveringen in landen binnen EU";"C";4;;
"WOmzNohOla";"8002100";"Omzet leveringen installatie/afstandsverkopen binnen de EU";"C";4;;
"WOmzNohOlu";"8002110";"Belaste leveringen uit landen buiten de EU";"C";4;;"Omschrijving"
"WOmzNohOle";"8002120";"Belaste leveringen uit landen binnen EU";"C";4;;"Omschrijving"
"WOmzNohNon";"8002130";"Netto omzet, overboeking naar andere rubriek";"C";4;;
"WOmzNod";"8003000";"Netto-omzet, per opbrengstcategorie, verlening van diensten";"C";3;;
"WOmzNodOdh";"8003010";"Omzet diensten belast met algemeen tarief";"C";4;;
"WOmzNodOdl";"8003020";"Omzet diensten belast met verlaagd tarief";"C";4;;
"WOmzNodOdo";"8003030";"Omzet diensten belast met overige tarieven";"C";4;;
"WOmzNodOpd";"8003040";"Omzet privégebruik diensten";"C";4;;
"WOmzNodOdg";"8003050";"Omzet diensten belast met nultarief of niet bij u belast";"C";4;;
"WOmzNodOdv";"8003060";"Omzet diensten waarbij heffing is verlegd";"C";4;;
"WOmzNodOdb";"8003070";"Omzet diensten naar landen buiten EU";"C";4;;
"WOmzNodOdi";"8003080";"Omzet diensten in landen binnen EU";"C";4;;
"WOmzNodOda";"8003090";"Omzet diensten  installatie/afstandsverkopen binnen de EU";"C";4;;
"WOmzNodOdu";"8003100";"Belaste diensten uit landen buiten de EU";"C";4;;"Omschrijving"
"WOmzNodOde";"8003110";"Belaste diensten uit landen binnen EU";"C";4;;"Omschrijving"
"WOmzNodNon";"8003120";"Netto omzet, overboeking naar andere rubriek";"C";4;;
"WOmzNoo";"8004000";"Netto-omzet, per opbrengstcategorie, overig";"C";3;;
"WOmzNooNdl";"8004010";"Netto-omzet, per opbrengstcategorie, licenties";"C";4;;"refcode omschrijving"
"WOmzNooNdy";"8004020";"Netto-omzet, per opbrengstcategorie, royalty's";"C";4;;
"WOmzNooNdd";"8004030";"Netto-omzet, per opbrengstcategorie, dividenden";"C";4;;
"WOmzNooNdo";"8004040";"Netto-omzet, per opbrengstcategorie, overig";"C";4;;
"WOmzNooNon";"8004050";"Netto omzet, overboeking naar andere rubriek";"C";4;;
"WOmzOit";"8005000";"Omzet intercompany transacties";"C";3;;
"WOmzOitOit";"8005010";"Omzet intercompany transacties";"C";4;;
"WOmzKeb";"8006000";"Kortingen en bonussen";"D";3;;"D"
"WOmzKebVek";"8006010";"Verleende kortingen";"D";4;;
"WOmzKebOmz";"8006020";"Omzetbonificaties";"D";4;;
"WOmzKebPrv";"8006030";"Provisies";"D";4;;
"WOmzAol";"8007000";"Agrarische bedrijfsopbrengsten land- en tuinbouw";"C";3;;"Nieuw toegevoegd"
"WOmzAolPom";"8007010";"Productieomzet";"C";4;;"Nieuw toegevoegd"
"WOmzAolVpa";"8007020";"Verpakkingsvergoeding";"C";4;;"Nieuw toegevoegd"
"WOmzAolGMs";"8007030";"GMO subsidie";"C";4;;"Nieuw toegevoegd"
"WOmzAolVee";"8007040";"Verkoop elektra";"C";4;;"Nieuw toegevoegd"
"WOmzAolOno";"8007050";"Overige niet toegerekende opbrengsten";"C";4;;"Nieuw toegevoegd"
"WOmzAov";"8008000";"Agrarische bedrijfsopbrengsten veeteelt";"C";3;;"Nieuw toegevoegd"
"WOmzAovOzv";"8008010";"Omzet vee";"C";4;;"Nieuw toegevoegd"
"WOmzAovBts";"8008020";"Bedrijfstoeslag";"C";4;;"Nieuw toegevoegd"
"WOmzAovMel";"8008030";"Melkgeld";"C";4;;"Nieuw toegevoegd"
"WOmzAovEie";"8008040";"Eiergeld";"C";4;;"Nieuw toegevoegd"
"WWiv";;"WIJZIGING VOORRADEN";"C";2;;
"WWivWgp";"8101000";"Wijziging in voorraden gereed product";"C";3;;"C"
"WWivWgpWgp";"8101010";"Wijziging in voorraden gereed product";"C";4;;"C"
"WWivWow";"8102000";"Wijziging in voorraden onderhanden werk";"C";3;;"C"
"WWivWowWow";"8102010";"Wijziging in voorraden onderhanden werk";"C";4;;"C"
"WWivWop";"8103000";"Wijziging in onderhanden projecten in opdracht van derden";"C";3;;"C"
"WWivWopWop";"8103010";"Wijziging in onderhanden projecten in opdracht van derden";"C";4;;"C"
"WWivGpv";"8104000";"Geactiveerde productie voor het eigen bedrijf";"C";3;;
"WWivGpvGpe";"8104010";"Geactiveerde productie eigen bedrijf";"C";4;;
"WWivGpvPge";"8104020";"Privé gebruik eigen bedrijf";"C";4;;
"WWivWav";"8110000";"Wijziging agrarische voorraden";"C";3;;"Nieuw toegevoegd"
"WWivWavAaf";"8110010";"Aanwas fruitopstanden";"C";4;;"Nieuw toegevoegd"
"WWivWavAav";"8110020";"Aanwas vee";"C";4;;"Nieuw toegevoegd"
