id,code,description
SC130122,SC130122,"Computer software optional - technical services - downloads  updates  and support services - prewritten software (electronically downloaded) for business use only"
SC130200,SC130200,"Computer software technical services (prewritten software)-mandatory (electronically downloaded)"
SC130201,SC130201,"Computer software technical services (prewritten software)-mandatory (electronically downloaded)-services only (remote support)"
SC130202,SC130202,"Computer software technical services (prewritten software)-mandatory (electronically downloaded)-downloaded updates, etc. & services"
SC130221,SC130221,"Computer software mandatory - technical services remote only - prewritten software (electronically downloaded) for business use only"
SC130222,SC130222,"Computer software mandatory - technical services - downloads  updates  and support services - prewritten software (electronically downloaded) for business use only"
SC130300,SC130300,"Computer software technical services (prewritten software)-optional (load and leave)"
SC130301,SC130301,"Computer software technical services (prewritten software)-optional (load and leave)-services only (remote support)"
SC130302,SC130302,"Computer software technical services (prewritten software)-optional (load and leave)-load and leave updates, etc. & services"
SC130400,SC130400,"Computer software technical services (prewritten software)-mandatory (load and leave)"
SC130401,SC130401,"Computer software technical services (prewritten software)-mandatory (load and leave)-services only (remote support)"
SC130402,SC130402,"Computer software technical services (prewritten software)-mandatory (load and leave)-load and leave updates, etc. & services"
SC130500,SC130500,"Computer software technical services (prewritten software)-optional (physical media)"
SC130501,SC130501,"Computer software technical services (prewritten software)-optional (physical media)-services only (remote support)"
SC130502,SC130502,"Computer software technical services (prewritten software)-optional (physical media)-physical media updates, etc. & services"
SC130600,SC130600,"Computer software technical services (prewritten software)-mandatory (physical media)"
SC130601,SC130601,"Computer software technical services (prewritten software)-mandatory (physical media)-services only (remote support)"
SC130602,SC130602,"Computer software technical services (prewritten software)-mandatory (physical media)-physical media updates, etc. & services"
SC150100,SC150100,"Construction services relating to real property (original construction)"
SC150154,SC150154,"Building/facility maintenance on items annexed to realty, performed under a maintenance contract"
SC150155,SC150155,"Building/facility maintenance on items attached to realty, but remaining tpp, performed under a maintenance contract"
SC150156,SC150156,"Building/facility maintenance on items remaining tpp"
SC150157,SC150157,"Building/facility maintenance on real property"
SC150158,SC150158,"Repairs to real property (capital improvements)"
SC150159,SC150159,"Repairs to real property (commercial, no capital improvements)"
SC150200,SC150200,"Construction services relating to real property (existing construction, commercial)"
SC150205,SC150205,"Construction services relating to real property (existing construction, commercial)-major renovation of existing building"
SC150206,SC150206,"Expired  tax code - do not use"
SC150300,SC150300,"Construction services/material relating to real property (existing construction, commercial)"
SC150305,SC150305,"Construction services/material relating to real property (existing construction, commercial)-major renovation of existing building where sales or use tax was paid for materials purchased relating to the job"
SC150306,SC150306,"Construction services/material relating to real property (existing construction, commercial)-other construction services/material where sales or use tax was paid for materials purchased relating to the job"
SC150600,SC150600,"Construction services relating to real property (existing construction, residential, capital improvement)"
SC150601,SC150601,"Construction services relating to real property (existing construction, residential, no capital improvement) "
SC150602,SC150602,"Repairs to real property (residential, capital improvement)"
SC150603,SC150603,"Repairs to real property (residential, no capital improvement)"
SC150604,SC150604,"Construction services/material relating to real property (existing construction, residential, capital improvement)"
SC150605,SC150605,"Construction services/material relating to real property (existing construction, residential, no capital improvement) "
SC155866,SC155866,"Carpentry services - commercial real property (capital improvement)"
SC155867,SC155867,"Carpentry services - commercial real property (no capital improvement)"
SC155874,SC155874,"Carpentry services - residential real property (capital improvement)"
SC155875,SC155875,"Carpentry services - residential real property (no capital improvement)"
SC155882,SC155882,"Carpentry services - tangible personal property"
SC155890,SC155890,"Carpeting - installation only (commercial property)"
SC155891,SC155891,"Carpeting - installation only (residential property)"
SC155892,SC155892,"Flooring - installation only (commercial property)"
SC155893,SC155893,"Flooring - installation only (residential property)"
SC156194,SC156194,"Asbestos removal or abatement services"
SC156210,SC156210,"Excavation & grading services / commercial real property / capital improvement"
SC156211,SC156211,"Excavation & grading services / residential real property / capital improvement"
SC156212,SC156212,"Excavation & grading services / commercial real property / no capital improvement"
SC156213,SC156213,"Excavation & grading services / residential real property / no capital improvement"
SC160000,SC160000,"Consulting"
SC160500,SC160500,"Consulting-management"
SC160900,SC160900,"Consulting / systems / business use"
SC161000,SC161000,"Consulting-tax"
SC161100,SC161100,"Consulting services related to software selection  design  etc."
SC162000,SC162000,"Process, physical distribution, and logistics consulting services"
SC163000,SC163000,"Environmental consulting services"
SC166938,SC166938,"Professional speaking fees"
SC210000,SC210000,"Credit information and reporting"
SC223000,SC223000,"Childcare services"
SC223100,SC223100,"Daycare and babysitting services"
SD016410,SD016410,"Dance lessons"
SD020100,SD020100,"Data / access fees / individual use"
SD020101,SD020101,"Data / access fees / business use"
SD020900,SD020900,"Data-processing"
SD020901,SD020901,"Data processing - physical output"
SD020902,SD020902,"Data processing - electronic output"
SD020903,SD020903,"Data - processing - electronic output - for business use"
SD020904,SD020904,"Data - processing - for business use"
SD021100,SD021100,"Data services / storage and retrieval / individual use"
SD021101,SD021101,"Data services / storage and retrieval / business use"
SD036434,SD036434,"Online dating services"
SD040100,SD040100,"Collection services"
SD050000,SD050000,"Delivery / courier (not associated with the sale of tpp)"
SD080100,SD080100,"Industrial design services"
SD086570,SD086570,"Graphic design services"
SD086571,SD086571,"Graphics production - various mediums; banners or signs"
SD110100,SD110100,"Document-preparation"
SD130010,SD130010,"Drain or gutter cleaning services / commercial"
SD130020,SD130020,"Drain or gutter cleaning services / residential"
SD140000,SD140000,"Dry cleaning, pressing, drying or laundering"
SD150000,SD150000,"Drafting services"
SE020000,SE020000,"Educational"
SE030001,SE030001,"Event labor - installation technicians "
SE030002,SE030002,"Event labor - dismantling technicians "
SE030003,SE030003,"Event labor - skilled; electrical, rigging, cabling, wifi connectivity and plumbing "
SE030004,SE030004,"Event labor - booth hosts/hostesses, presenters, audience gatherers - labor only"
SE030005,SE030005,"Event supervision - on-site supervisors / floor managers - labor only"
SE030006,SE030006,"Event logistics - prepare displays for shipment to/from events. includes handling, inspecting and packing displays."
SE030007,SE030007,"Event refurbish / maintain displays - updating or repairing customer-owned displays to fit the customer’s needs. includes materials - such as applying; laminate, graphics, flooring or fixtures."
SE030008,SE030008,"Event design - site map and plans / trade show layouts / display or booth layout (digital only - no physical media)"
